0x034293f21f1cce5908bc605ce5850df2b1059ac0,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x5d47baba0d66083c52009271faf3f50dcc01023c,WMATIC,BANANA,18,18
0x0359001070cf696d5993e0697335157a6f7db289,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xa649325aa7c5093d12d6f98eb4378deae68ce23f,WMATIC,BNB,18,18
0x0806a407d6eea72788d91c36829a19d424446040,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc004e2318722ea2b15499d6375905d75ee5390b8,WMATIC,KOM,18,8
0x103062f71b7106a8df6fd2a4dd9368358c44a9d0,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xdda40cdfe4a0090f42ff49f264a831402adb801a,WMATIC,DOGIRA,18,9
0x1807cac8576468d96a09a2c04fbdf6fdf0ed2a1d,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x50b728d8d964fd00c2d0aad81718b71311fef68a,WMATIC,SNX,18,18
0x2735d319739edc6c47c3a20aa5402b931c3f1a1e,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x8623e66bea0dce41b6d47f9c44e806a115babae0,WMATIC,NFTY,18,18
0x312d2eab1c01c0c3d74f41a3b7dd5772ad9f3ca2,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x40038c83e459937a988b669f1159cc78d8fdad68,WMATIC,pQBERT,18,18
0x3a731f43ea089e28b4b02af46024ef02f43b0b0c,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x2ab4f9ac80f33071211729e45cfc346c1f8446d5,USDC,CGG,6,18
0x411a34d3e47d9694e1c6ac20c694f55e3f20f8a1,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x48cbc913de09317df2365e6827df50da083701d5,WMATIC,FOUR,18,18
0x447016eec356e01eb62854cb1058c4553f864cce,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc004e2318722ea2b15499d6375905d75ee5390b8,USDC,KOM,6,8
0x451e5cfd20f5cf1318b09e712a5719182b2c8963,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,WETH,REQ,18,18
0x545cb3055e62c86f54ba479c7cafc7e1e2eeec54,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xd43be54c1aedf7ee4099104f2dae4ea88b18a249,WMATIC,TRAXX,18,18
0x59985e9a61b272fb4fce38d4af1da11ba646b6ab,0x00e197ac4735f1d6a0a2f0df3947e6ed86d09260,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,FRMX,WETH,18,18
0x5b13b583d4317ab15186ed660a1e4c65c10da659,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,USDC,DAI,6,18
0x64d1393b53e3c4a8b04fb1dde2c7b40bc0897222,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x3a3df212b7aa91aa0402b9035b098891d276572b,WMATIC,FISH,18,18
0x65d43b64e3b31965cd5ea367d4c2b94c03084797,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,WMATIC,USDT,18,6
0x6cf8654e85ab489ca7e70189046d507eba233613,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,WMATIC,WETH,18,18
0x7433afe84df37d0954ff87d7f5788f124f8597f8,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x172370d5cd63279efa6d502dab29171933a610af,WMATIC,CRV,18,18
0x7e9e4641adf45f9dab4e809c55d7adb40f24cdea,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762,WMATIC,REQ,18,18
0x81a3f6a138f0b12ecbdce4583972a6ca57514dbd,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x839f1a22a59eaaf26c85958712ab32f80fea23d9,USDC,AXN,6,18
0x9ec257c1862f1bdf0603a6c20ed6f3d6bae6deb0,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,USDC,USDT,6,6
0xcbf71c04148e5c463223f07a64a50f2df46b6cdc,0x04429fbb948bbd09327763214b45e505a5293346,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,ABR,USDC,18,6
0xd32f3139a214034a0f9777c87ee0a064c1ff6ae2,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,WMATIC,DAI,18,18
0xe82635a105c520fd58e597181cbf754961d51e3e,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,WMATIC,WBTC,18,8
0xede04e0cd393a076c49deb95d3686a52ccc49c71,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,DAI,USDT,18,6
0xf67de5cf1fb01dc4df842a846df2a7ec07c41b93,0x09211dc67f9fe98fb7bbb91be0ef05f4a12fa2b2,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,WATCH,WMATIC,18,18
